product_id,product_category,location_id,date,demand,stock_level,outlier_handled,outlier_method,outlier_threshold,original_demand
PROD_004,FOOD,LOC_004,2022-05-17,104.29327959999999,141.72,True,mad,1.2,106.82
PROD_002,CLOTHING,LOC_002,2022-05-18,63.2448395,65.72,True,mad,1.5,74.6
PROD_003,CLOTHING,LOC_003,2022-05-18,78.8623228734312,79.07,True,zscore,1.2,84.38
PROD_002,CLOTHING,LOC_002,2022-05-19,63.2448395,59.95,True,mad,1.5,78.28
PROD_003,CLOTHING,LOC_003,2022-05-19,78.8623228734312,45.77,True,zscore,1.2,83.77
PROD_004,FOOD,LOC_004,2022-05-19,104.29327959999999,135.98,True,mad,1.2,105.19
PROD_005,FOOD,LOC_002,2022-05-19,135.67182916620254,183.98,True,zscore,1.2,137.72
PROD_002,CLOTHING,LOC_002,2022-05-20,63.2448395,73.66,True,mad,1.5,73.59
PROD_003,CLOTHING,LOC_003,2022-05-20,78.8623228734312,71.85,True,zscore,1.2,80.36
PROD_002,CLOTHING,LOC_002,2022-05-23,63.2448395,31.5,True,mad,1.5,69.63
PROD_003,CLOTHING,LOC_003,2022-05-23,78.8623228734312,99.4,True,zscore,1.2,84.98
PROD_002,CLOTHING,LOC_002,2022-05-24,63.2448395,48.83,True,mad,1.5,72.31
PROD_003,CLOTHING,LOC_003,2022-05-24,78.8623228734312,130.89,True,zscore,1.2,81.14
PROD_004,FOOD,LOC_001,2022-05-24,96.04675410783926,103.25,True,zscore,1.2,104.0
PROD_004,FOOD,LOC_004,2022-05-24,104.29327959999999,135.65,True,mad,1.2,105.45
PROD_002,CLOTHING,LOC_002,2022-05-25,63.2448395,51.08,True,mad,1.5,68.96
PROD_003,CLOTHING,LOC_003,2022-05-25,78.8623228734312,57.08,True,zscore,1.2,86.7
PROD_002,CLOTHING,LOC_002,2022-05-26,63.2448395,45.13,True,mad,1.5,71.54
PROD_004,FOOD,LOC_001,2022-05-26,96.04675410783926,127.81,True,zscore,1.2,96.8
PROD_002,CLOTHING,LOC_002,2022-05-27,63.2448395,57.88,True,mad,1.5,72.4
PROD_004,FOOD,LOC_001,2022-05-27,96.04675410783926,80.94,True,zscore,1.2,105.97
PROD_002,CLOTHING,LOC_002,2022-05-30,63.2448395,54.8,True,mad,1.5,70.13
PROD_003,CLOTHING,LOC_003,2022-05-30,78.8623228734312,76.7,True,zscore,1.2,81.65
PROD_002,CLOTHING,LOC_002,2022-05-31,63.2448395,61.88,True,mad,1.5,67.12
PROD_002,CLOTHING,LOC_002,2022-06-01,63.2448395,58.93,True,mad,1.5,66.22
PROD_004,FOOD,LOC_001,2022-06-01,96.04675410783926,83.84,True,zscore,1.2,100.63
PROD_002,CLOTHING,LOC_002,2022-06-02,63.2448395,58.24,True,mad,1.5,69.17
PROD_003,CLOTHING,LOC_003,2022-06-02,78.8623228734312,94.26,True,zscore,1.2,79.94
PROD_002,CLOTHING,LOC_002,2022-06-03,63.2448395,50.03,True,mad,1.5,69.69
PROD_003,CLOTHING,LOC_003,2022-06-03,78.8623228734312,109.7,True,zscore,1.2,84.07
PROD_002,CLOTHING,LOC_002,2022-06-06,63.2448395,58.34,True,mad,1.5,65.33
PROD_004,FOOD,LOC_001,2022-06-06,96.04675410783926,135.67,True,zscore,1.2,106.88
PROD_002,CLOTHING,LOC_002,2022-06-07,63.2448395,54.83,True,mad,1.5,65.74
PROD_003,CLOTHING,LOC_003,2022-06-07,78.8623228734312,77.25,True,zscore,1.2,80.71
PROD_004,FOOD,LOC_004,2022-06-08,104.29327959999999,147.7,True,mad,1.2,104.55
PROD_002,CLOTHING,LOC_002,2022-06-10,63.2448395,53.36,True,mad,1.5,68.05
PROD_004,FOOD,LOC_001,2022-06-10,96.04675410783926,69.48,True,zscore,1.2,98.56
PROD_004,FOOD,LOC_004,2022-06-10,104.29327959999999,168.87,True,mad,1.2,104.7
PROD_003,CLOTHING,LOC_003,2022-06-13,78.8623228734312,78.43,True,zscore,1.2,79.17
PROD_005,FOOD,LOC_002,2022-06-14,135.67182916620254,177.61,True,zscore,1.2,144.03
PROD_004,FOOD,LOC_001,2022-07-07,96.04675410783926,128.63,True,zscore,1.2,99.68
PROD_005,FOOD,LOC_005,2022-07-14,115.3614764,138.54,True,mad,1.2,116.51
PROD_003,CLOTHING,LOC_005,2023-01-03,171.6408952,258.48,True,mad,1.2,172.65
PROD_005,FOOD,LOC_002,2023-01-03,135.67182916620254,159.1,True,zscore,1.2,148.93
PROD_005,FOOD,LOC_001,2023-01-11,157.03376987995628,106.68,True,zscore,1.2,161.72
PROD_004,FOOD,LOC_003,2023-01-12,88.17459960000001,92.99,True,mad,1.2,93.39
PROD_005,FOOD,LOC_001,2023-01-12,157.03376987995628,241.17,True,zscore,1.2,169.58
PROD_005,FOOD,LOC_003,2023-01-13,87.24391359999998,133.13,True,mad,1.2,90.64
PROD_005,FOOD,LOC_005,2023-01-16,115.3614764,160.91,True,mad,1.2,124.95
PROD_005,FOOD,LOC_001,2023-01-17,157.03376987995628,143.88,True,zscore,1.2,160.96
PROD_005,FOOD,LOC_005,2023-01-17,115.3614764,121.08,True,mad,1.2,116.55
PROD_002,CLOTHING,LOC_005,2023-01-20,128.1099825,100.33,True,mad,1.5,131.27
PROD_004,FOOD,LOC_001,2023-01-20,96.04675410783926,127.26,True,zscore,1.2,99.79
PROD_005,FOOD,LOC_002,2023-01-20,135.67182916620254,148.45,True,zscore,1.2,145.55
PROD_005,FOOD,LOC_005,2023-01-20,115.3614764,138.67,True,mad,1.2,115.45
PROD_002,CLOTHING,LOC_005,2023-01-23,128.1099825,110.78,True,mad,1.5,129.0
PROD_003,CLOTHING,LOC_005,2023-01-23,171.6408952,214.13,True,mad,1.2,172.1
PROD_004,FOOD,LOC_001,2023-01-24,96.04675410783926,103.12,True,zscore,1.2,101.61
PROD_005,FOOD,LOC_003,2023-01-24,87.24391359999998,104.7,True,mad,1.2,90.02
PROD_004,FOOD,LOC_001,2023-01-25,96.04675410783926,70.78,True,zscore,1.2,100.46
PROD_004,FOOD,LOC_001,2023-01-26,96.04675410783926,113.2,True,zscore,1.2,101.06
PROD_003,CLOTHING,LOC_005,2023-01-27,171.6408952,193.94,True,mad,1.2,193.21
PROD_004,FOOD,LOC_003,2023-01-27,88.17459960000001,75.65,True,mad,1.2,98.06
PROD_003,CLOTHING,LOC_005,2023-01-30,171.6408952,235.91,True,mad,1.2,171.91
PROD_003,CLOTHING,LOC_005,2023-01-31,171.6408952,241.12,True,mad,1.2,177.92
PROD_005,FOOD,LOC_003,2023-01-31,87.24391359999998,102.0,True,mad,1.2,96.84
PROD_003,CLOTHING,LOC_005,2023-02-01,171.6408952,186.09,True,mad,1.2,189.21
PROD_005,FOOD,LOC_001,2023-02-01,157.03376987995628,169.06,True,zscore,1.2,172.05
PROD_005,FOOD,LOC_002,2023-02-01,135.67182916620254,118.51,True,zscore,1.2,145.21
PROD_003,CLOTHING,LOC_005,2023-02-02,171.6408952,174.68,True,mad,1.2,173.59
PROD_004,FOOD,LOC_003,2023-02-02,88.17459960000001,96.33,True,mad,1.2,97.49
PROD_004,FOOD,LOC_001,2023-02-03,96.04675410783926,103.5,True,zscore,1.2,106.09
PROD_004,FOOD,LOC_001,2023-02-06,96.04675410783926,95.62,True,zscore,1.2,97.3
PROD_005,FOOD,LOC_003,2023-02-06,87.24391359999998,67.46,True,mad,1.2,96.71
PROD_003,CLOTHING,LOC_005,2023-02-07,171.6408952,204.63,True,mad,1.2,207.43
PROD_004,FOOD,LOC_004,2023-02-07,104.29327959999999,153.3,True,mad,1.2,106.56
PROD_005,FOOD,LOC_002,2023-02-07,135.67182916620254,192.22,True,zscore,1.2,136.1
PROD_005,FOOD,LOC_005,2023-02-07,115.3614764,124.12,True,mad,1.2,124.32
PROD_006,FOOD,LOC_004,2023-02-07,143.6932175,183.54,True,mad,1.5,145.5
PROD_002,CLOTHING,LOC_005,2023-02-08,128.1099825,121.65,True,mad,1.5,136.16
PROD_003,CLOTHING,LOC_005,2023-02-08,171.6408952,185.35,True,mad,1.2,230.58
PROD_005,FOOD,LOC_001,2023-02-08,157.03376987995628,167.71,True,zscore,1.2,160.21
PROD_005,FOOD,LOC_002,2023-02-08,135.67182916620254,172.89,True,zscore,1.2,140.33
PROD_002,CLOTHING,LOC_005,2023-02-09,128.1099825,143.87,True,mad,1.5,140.26
PROD_003,CLOTHING,LOC_005,2023-02-09,171.6408952,207.64,True,mad,1.2,204.74
PROD_004,FOOD,LOC_001,2023-02-09,96.04675410783926,78.93,True,zscore,1.2,98.07
PROD_005,FOOD,LOC_002,2023-02-09,135.67182916620254,198.99,True,zscore,1.2,156.71
PROD_002,CLOTHING,LOC_005,2023-02-10,128.1099825,107.49,True,mad,1.5,131.94
PROD_003,CLOTHING,LOC_005,2023-02-10,171.6408952,145.35,True,mad,1.2,199.63
PROD_004,FOOD,LOC_004,2023-02-10,104.29327959999999,100.36,True,mad,1.2,106.2
PROD_005,FOOD,LOC_001,2023-02-10,157.03376987995628,157.35,True,zscore,1.2,170.39
PROD_005,FOOD,LOC_002,2023-02-13,135.67182916620254,196.47,True,zscore,1.2,145.69
PROD_005,FOOD,LOC_003,2023-02-13,87.24391359999998,90.82,True,mad,1.2,91.27
PROD_007,HOME,LOC_001,2023-02-13,64.61896349999999,51.5,True,mad,1.5,65.16
PROD_007,HOME,LOC_004,2023-02-13,82.2767440616364,66.23,True,zscore,1.5,88.34
PROD_003,CLOTHING,LOC_005,2023-02-14,171.6408952,178.25,True,mad,1.2,194.32
PROD_004,FOOD,LOC_001,2023-02-14,96.04675410783926,148.13,True,zscore,1.2,101.09
PROD_005,FOOD,LOC_001,2023-02-14,157.03376987995628,162.81,True,zscore,1.2,164.51
PROD_005,FOOD,LOC_003,2023-02-14,87.24391359999998,105.89,True,mad,1.2,88.51
PROD_003,CLOTHING,LOC_005,2023-02-15,171.6408952,160.71,True,mad,1.2,204.39
PROD_004,FOOD,LOC_001,2023-02-15,96.04675410783926,113.42,True,zscore,1.2,101.22
PROD_004,FOOD,LOC_003,2023-02-15,88.17459960000001,115.15,True,mad,1.2,91.84
PROD_004,FOOD,LOC_004,2023-02-15,104.29327959999999,90.75,True,mad,1.2,104.95
PROD_003,CLOTHING,LOC_005,2023-02-16,171.6408952,201.96,True,mad,1.2,217.76
PROD_004,FOOD,LOC_001,2023-02-16,96.04675410783926,85.62,True,zscore,1.2,104.68
PROD_004,FOOD,LOC_003,2023-02-16,88.17459960000001,130.9,True,mad,1.2,89.67
PROD_005,FOOD,LOC_005,2023-02-16,115.3614764,125.27,True,mad,1.2,118.84
PROD_003,CLOTHING,LOC_003,2023-02-17,78.8623228734312,30.32,True,zscore,1.2,79.56
PROD_003,CLOTHING,LOC_005,2023-02-17,171.6408952,191.09,True,mad,1.2,223.91
PROD_004,FOOD,LOC_001,2023-02-17,96.04675410783926,97.39,True,zscore,1.2,97.34
PROD_004,FOOD,LOC_004,2023-02-17,104.29327959999999,148.33,True,mad,1.2,105.97
PROD_005,FOOD,LOC_001,2023-02-17,157.03376987995628,159.62,True,zscore,1.2,157.58
PROD_005,FOOD,LOC_003,2023-02-17,87.24391359999998,91.86,True,mad,1.2,100.06
PROD_005,FOOD,LOC_005,2023-02-17,115.3614764,96.67,True,mad,1.2,117.45
PROD_006,FOOD,LOC_004,2023-02-17,143.6932175,177.99,True,mad,1.5,146.03
PROD_003,CLOTHING,LOC_005,2023-02-20,171.6408952,159.55,True,mad,1.2,209.59
PROD_004,FOOD,LOC_003,2023-02-20,88.17459960000001,95.19,True,mad,1.2,98.33
PROD_004,FOOD,LOC_004,2023-02-20,104.29327959999999,144.99,True,mad,1.2,105.42
PROD_005,FOOD,LOC_001,2023-02-20,157.03376987995628,169.95,True,zscore,1.2,158.52
PROD_005,FOOD,LOC_003,2023-02-20,87.24391359999998,74.58,True,mad,1.2,97.37
PROD_002,CLOTHING,LOC_005,2023-02-21,128.1099825,140.54,True,mad,1.5,134.46
PROD_003,CLOTHING,LOC_005,2023-02-21,171.6408952,224.48,True,mad,1.2,199.92
PROD_004,FOOD,LOC_003,2023-02-21,88.17459960000001,123.27,True,mad,1.2,92.71
PROD_004,FOOD,LOC_004,2023-02-21,104.29327959999999,123.35,True,mad,1.2,108.89
PROD_005,FOOD,LOC_003,2023-02-21,87.24391359999998,106.47,True,mad,1.2,92.11
PROD_003,CLOTHING,LOC_005,2023-02-22,171.6408952,183.96,True,mad,1.2,186.84
PROD_004,FOOD,LOC_001,2023-02-22,96.04675410783926,122.01,True,zscore,1.2,104.21
PROD_004,FOOD,LOC_003,2023-02-22,88.17459960000001,82.62,True,mad,1.2,103.8
PROD_005,FOOD,LOC_002,2023-02-22,135.67182916620254,146.36,True,zscore,1.2,149.02
PROD_005,FOOD,LOC_003,2023-02-22,87.24391359999998,95.63,True,mad,1.2,96.42
PROD_006,FOOD,LOC_004,2023-02-22,143.6932175,163.16,True,mad,1.5,146.24
PROD_002,CLOTHING,LOC_005,2023-02-23,128.1099825,134.43,True,mad,1.5,144.85
PROD_003,CLOTHING,LOC_005,2023-02-23,171.6408952,212.12,True,mad,1.2,213.23
PROD_004,FOOD,LOC_004,2023-02-23,104.29327959999999,130.73,True,mad,1.2,107.21
PROD_005,FOOD,LOC_001,2023-02-23,157.03376987995628,216.75,True,zscore,1.2,162.95
PROD_005,FOOD,LOC_002,2023-02-23,135.67182916620254,157.13,True,zscore,1.2,138.25
PROD_003,CLOTHING,LOC_005,2023-02-24,171.6408952,164.17,True,mad,1.2,196.35
PROD_005,FOOD,LOC_003,2023-02-24,87.24391359999998,124.3,True,mad,1.2,90.81
PROD_005,FOOD,LOC_005,2023-02-24,115.3614764,155.59,True,mad,1.2,118.49
PROD_007,HOME,LOC_004,2023-02-24,82.2767440616364,95.71,True,zscore,1.5,91.04
PROD_002,CLOTHING,LOC_005,2023-02-27,128.1099825,119.68,True,mad,1.5,137.61
PROD_003,CLOTHING,LOC_005,2023-02-27,171.6408952,188.24,True,mad,1.2,238.51
PROD_004,FOOD,LOC_001,2023-02-27,96.04675410783926,88.47,True,zscore,1.2,97.65
PROD_004,FOOD,LOC_003,2023-02-27,88.17459960000001,98.99,True,mad,1.2,91.11
PROD_004,FOOD,LOC_004,2023-02-27,104.29327959999999,116.65,True,mad,1.2,106.28
PROD_005,FOOD,LOC_001,2023-02-27,157.03376987995628,259.72,True,zscore,1.2,159.8
PROD_005,FOOD,LOC_002,2023-02-27,135.67182916620254,121.27,True,zscore,1.2,144.51
PROD_005,FOOD,LOC_003,2023-02-27,87.24391359999998,60.24,True,mad,1.2,95.01
PROD_006,FOOD,LOC_004,2023-02-27,143.6932175,186.51,True,mad,1.5,146.62
PROD_002,CLOTHING,LOC_005,2023-02-28,128.1099825,141.35,True,mad,1.5,128.38
PROD_003,CLOTHING,LOC_005,2023-02-28,171.6408952,193.83,True,mad,1.2,208.96
PROD_004,FOOD,LOC_001,2023-02-28,96.04675410783926,99.59,True,zscore,1.2,103.67
PROD_005,FOOD,LOC_003,2023-02-28,87.24391359999998,91.13,True,mad,1.2,92.34
PROD_003,CLOTHING,LOC_005,2023-03-01,171.6408952,130.64,True,mad,1.2,220.25
PROD_004,FOOD,LOC_001,2023-03-01,96.04675410783926,104.75,True,zscore,1.2,99.98
PROD_004,FOOD,LOC_004,2023-03-01,104.29327959999999,168.05,True,mad,1.2,108.45
PROD_005,FOOD,LOC_001,2023-03-01,157.03376987995628,173.38,True,zscore,1.2,159.56
PROD_007,HOME,LOC_004,2023-03-01,82.2767440616364,70.65,True,zscore,1.5,84.75
PROD_003,CLOTHING,LOC_005,2023-03-02,171.6408952,251.68,True,mad,1.2,193.0
PROD_004,FOOD,LOC_003,2023-03-02,88.17459960000001,134.91,True,mad,1.2,90.35
PROD_004,FOOD,LOC_004,2023-03-02,104.29327959999999,116.63,True,mad,1.2,113.03
PROD_005,FOOD,LOC_001,2023-03-02,157.03376987995628,151.73,True,zscore,1.2,165.64
PROD_005,FOOD,LOC_002,2023-03-02,135.67182916620254,134.29,True,zscore,1.2,145.91
PROD_005,FOOD,LOC_005,2023-03-02,115.3614764,159.41,True,mad,1.2,124.58
PROD_003,CLOTHING,LOC_005,2023-03-03,171.6408952,184.46,True,mad,1.2,214.09
PROD_004,FOOD,LOC_003,2023-03-03,88.17459960000001,107.06,True,mad,1.2,90.28
PROD_004,FOOD,LOC_004,2023-03-03,104.29327959999999,117.94,True,mad,1.2,105.23
PROD_005,FOOD,LOC_003,2023-03-03,87.24391359999998,98.0,True,mad,1.2,88.57
PROD_007,HOME,LOC_002,2023-03-03,96.06072855874586,78.5,True,zscore,1.5,98.71
PROD_008,SPORTS,LOC_004,2023-03-03,226.71202193486369,165.6,True,zscore,1.5,227.48
PROD_002,CLOTHING,LOC_005,2023-03-06,128.1099825,155.64,True,mad,1.5,145.42
PROD_003,CLOTHING,LOC_005,2023-03-06,171.6408952,191.72,True,mad,1.2,244.11
PROD_004,FOOD,LOC_001,2023-03-06,96.04675410783926,84.75,True,zscore,1.2,102.02
PROD_004,FOOD,LOC_003,2023-03-06,88.17459960000001,72.09,True,mad,1.2,100.35
PROD_004,FOOD,LOC_004,2023-03-06,104.29327959999999,118.92,True,mad,1.2,108.94
PROD_005,FOOD,LOC_002,2023-03-06,135.67182916620254,253.33,True,zscore,1.2,163.87
PROD_005,FOOD,LOC_005,2023-03-06,115.3614764,173.67,True,mad,1.2,125.37
PROD_007,HOME,LOC_004,2023-03-06,82.2767440616364,91.59,True,zscore,1.5,92.42
PROD_002,CLOTHING,LOC_005,2023-03-07,128.1099825,133.1,True,mad,1.5,145.57
PROD_003,CLOTHING,LOC_005,2023-03-07,171.6408952,196.02,True,mad,1.2,207.58
PROD_004,FOOD,LOC_003,2023-03-07,88.17459960000001,62.51,True,mad,1.2,95.88
PROD_004,FOOD,LOC_004,2023-03-07,104.29327959999999,100.72,True,mad,1.2,108.53
PROD_005,FOOD,LOC_002,2023-03-07,135.67182916620254,216.13,True,zscore,1.2,165.15
PROD_005,FOOD,LOC_005,2023-03-07,115.3614764,113.87,True,mad,1.2,122.39
PROD_003,CLOTHING,LOC_005,2023-03-08,171.6408952,214.02,True,mad,1.2,191.15
PROD_004,FOOD,LOC_003,2023-03-08,88.17459960000001,59.86,True,mad,1.2,102.45
PROD_004,FOOD,LOC_004,2023-03-08,104.29327959999999,131.72,True,mad,1.2,109.87
PROD_005,FOOD,LOC_002,2023-03-08,135.67182916620254,155.89,True,zscore,1.2,140.22
PROD_005,FOOD,LOC_005,2023-03-08,115.3614764,179.7,True,mad,1.2,118.11
PROD_006,FOOD,LOC_004,2023-03-08,143.6932175,143.6,True,mad,1.5,144.88
PROD_008,SPORTS,LOC_003,2023-03-08,180.23535950000002,150.66,True,mad,1.5,181.53
PROD_002,CLOTHING,LOC_005,2023-03-09,128.1099825,109.22,True,mad,1.5,144.58
PROD_003,CLOTHING,LOC_005,2023-03-09,171.6408952,161.98,True,mad,1.2,212.73
PROD_004,FOOD,LOC_003,2023-03-09,88.17459960000001,82.73,True,mad,1.2,91.09
PROD_004,FOOD,LOC_004,2023-03-09,104.29327959999999,102.51,True,mad,1.2,107.21
PROD_005,FOOD,LOC_003,2023-03-09,87.24391359999998,127.82,True,mad,1.2,89.57
PROD_007,HOME,LOC_001,2023-03-09,64.61896349999999,72.8,True,mad,1.5,66.55
PROD_002,CLOTHING,LOC_005,2023-03-10,128.1099825,142.46,True,mad,1.5,130.36
PROD_003,CLOTHING,LOC_005,2023-03-10,171.6408952,187.98,True,mad,1.2,217.81
PROD_005,FOOD,LOC_001,2023-03-10,157.03376987995628,257.55,True,zscore,1.2,158.54
PROD_005,FOOD,LOC_003,2023-03-10,87.24391359999998,105.02,True,mad,1.2,88.36
PROD_007,HOME,LOC_002,2023-03-10,96.06072855874586,111.51,True,zscore,1.5,100.92
PROD_007,HOME,LOC_004,2023-03-10,82.2767440616364,61.71,True,zscore,1.5,84.91
PROD_003,CLOTHING,LOC_005,2023-03-13,171.6408952,219.8,True,mad,1.2,246.09
PROD_004,FOOD,LOC_001,2023-03-13,96.04675410783926,120.99,True,zscore,1.2,111.76
PROD_004,FOOD,LOC_003,2023-03-13,88.17459960000001,99.49,True,mad,1.2,92.3
PROD_005,FOOD,LOC_001,2023-03-13,157.03376987995628,147.35,True,zscore,1.2,173.68
PROD_005,FOOD,LOC_002,2023-03-13,135.67182916620254,124.51,True,zscore,1.2,152.08
PROD_005,FOOD,LOC_003,2023-03-13,87.24391359999998,98.15,True,mad,1.2,89.32
PROD_005,FOOD,LOC_005,2023-03-13,115.3614764,133.28,True,mad,1.2,120.8
PROD_006,FOOD,LOC_004,2023-03-13,143.6932175,115.95,True,mad,1.5,143.97
PROD_007,HOME,LOC_003,2023-03-13,99.89857329380087,94.73,True,zscore,1.5,103.2
PROD_009,SPORTS,LOC_001,2023-03-13,175.36012286854367,123.91,True,zscore,1.5,179.09
PROD_010,SPORTS,LOC_001,2023-03-13,172.9669701224681,185.5,True,zscore,1.5,176.77
PROD_001,ELECTRONICS,LOC_002,2023-03-14,169.3035672440272,145.66,True,zscore,2.0,175.52
PROD_003,CLOTHING,LOC_005,2023-03-14,171.6408952,172.8,True,mad,1.2,218.72
PROD_004,FOOD,LOC_001,2023-03-14,96.04675410783926,110.42,True,zscore,1.2,110.85
PROD_004,FOOD,LOC_003,2023-03-14,88.17459960000001,126.48,True,mad,1.2,94.92
PROD_004,FOOD,LOC_004,2023-03-14,104.29327959999999,95.53,True,mad,1.2,104.59
PROD_005,FOOD,LOC_001,2023-03-14,157.03376987995628,171.5,True,zscore,1.2,181.6
PROD_005,FOOD,LOC_003,2023-03-14,87.24391359999998,108.89,True,mad,1.2,89.02
PROD_007,HOME,LOC_004,2023-03-14,82.2767440616364,66.15,True,zscore,1.5,84.63
PROD_008,SPORTS,LOC_004,2023-03-14,226.71202193486369,196.55,True,zscore,1.5,244.98
PROD_009,SPORTS,LOC_004,2023-03-14,176.2162362084054,147.07,True,zscore,1.5,186.74
PROD_002,CLOTHING,LOC_005,2023-03-15,128.1099825,102.78,True,mad,1.5,140.14
PROD_003,CLOTHING,LOC_005,2023-03-15,171.6408952,214.06,True,mad,1.2,242.24
PROD_004,FOOD,LOC_001,2023-03-15,96.04675410783926,133.97,True,zscore,1.2,108.01
PROD_004,FOOD,LOC_003,2023-03-15,88.17459960000001,119.47,True,mad,1.2,89.04
PROD_005,FOOD,LOC_002,2023-03-15,135.67182916620254,168.01,True,zscore,1.2,145.64
PROD_005,FOOD,LOC_003,2023-03-15,87.24391359999998,104.43,True,mad,1.2,92.58
PROD_008,SPORTS,LOC_004,2023-03-15,226.71202193486369,226.44,True,zscore,1.5,238.81
PROD_010,SPORTS,LOC_001,2023-03-15,172.9669701224681,117.3,True,zscore,1.5,185.38
PROD_001,ELECTRONICS,LOC_002,2023-03-16,169.3035672440272,171.88,True,zscore,2.0,172.98
PROD_002,CLOTHING,LOC_005,2023-03-16,128.1099825,107.36,True,mad,1.5,148.4
PROD_003,CLOTHING,LOC_005,2023-03-16,171.6408952,188.46,True,mad,1.2,240.16
PROD_004,FOOD,LOC_001,2023-03-16,96.04675410783926,131.25,True,zscore,1.2,102.7
PROD_004,FOOD,LOC_003,2023-03-16,88.17459960000001,103.14,True,mad,1.2,101.19
PROD_004,FOOD,LOC_004,2023-03-16,104.29327959999999,145.23,True,mad,1.2,107.84
PROD_005,FOOD,LOC_001,2023-03-16,157.03376987995628,335.26,True,zscore,1.2,173.56
PROD_005,FOOD,LOC_002,2023-03-16,135.67182916620254,167.66,True,zscore,1.2,154.86
PROD_005,FOOD,LOC_005,2023-03-16,115.3614764,148.9,True,mad,1.2,116.97
PROD_006,FOOD,LOC_004,2023-03-16,143.6932175,187.97,True,mad,1.5,148.53
PROD_007,HOME,LOC_003,2023-03-16,99.89857329380087,100.67,True,zscore,1.5,100.04
PROD_008,SPORTS,LOC_004,2023-03-16,226.71202193486369,210.4,True,zscore,1.5,246.19
PROD_010,SPORTS,LOC_001,2023-03-16,172.9669701224681,151.27,True,zscore,1.5,187.09
PROD_002,CLOTHING,LOC_005,2023-03-17,128.1099825,91.77,True,mad,1.5,144.63
PROD_003,CLOTHING,LOC_005,2023-03-17,171.6408952,192.09,True,mad,1.2,216.55
PROD_004,FOOD,LOC_003,2023-03-17,88.17459960000001,108.72,True,mad,1.2,89.66
PROD_005,FOOD,LOC_001,2023-03-17,157.03376987995628,235.45,True,zscore,1.2,167.73
PROD_005,FOOD,LOC_002,2023-03-17,135.67182916620254,212.33,True,zscore,1.2,163.78
PROD_005,FOOD,LOC_005,2023-03-17,115.3614764,154.61,True,mad,1.2,119.44
PROD_007,HOME,LOC_001,2023-03-17,64.61896349999999,59.16,True,mad,1.5,66.57
PROD_007,HOME,LOC_003,2023-03-17,99.89857329380087,116.15,True,zscore,1.5,101.28
PROD_008,SPORTS,LOC_004,2023-03-17,226.71202193486369,180.74,True,zscore,1.5,229.67
PROD_010,SPORTS,LOC_001,2023-03-17,172.9669701224681,202.02,True,zscore,1.5,174.36
PROD_003,CLOTHING,LOC_005,2023-03-20,171.6408952,197.63,True,mad,1.2,242.52
PROD_004,FOOD,LOC_003,2023-03-20,88.17459960000001,110.18,True,mad,1.2,98.21
PROD_004,FOOD,LOC_004,2023-03-20,104.29327959999999,93.99,True,mad,1.2,105.02
PROD_005,FOOD,LOC_001,2023-03-20,157.03376987995628,152.05,True,zscore,1.2,166.07
PROD_005,FOOD,LOC_003,2023-03-20,87.24391359999998,139.95,True,mad,1.2,89.44
PROD_007,HOME,LOC_002,2023-03-20,96.06072855874586,65.57,True,zscore,1.5,100.67
PROD_008,SPORTS,LOC_004,2023-03-20,226.71202193486369,193.32,True,zscore,1.5,239.47
PROD_009,SPORTS,LOC_004,2023-03-20,176.2162362084054,170.59,True,zscore,1.5,184.86
PROD_010,SPORTS,LOC_001,2023-03-20,172.9669701224681,131.01,True,zscore,1.5,174.95
PROD_003,CLOTHING,LOC_005,2023-03-21,171.6408952,191.64,True,mad,1.2,230.44
PROD_004,FOOD,LOC_001,2023-03-21,96.04675410783926,128.12,True,zscore,1.2,110.82
PROD_004,FOOD,LOC_003,2023-03-21,88.17459960000001,97.23,True,mad,1.2,98.31
PROD_004,FOOD,LOC_004,2023-03-21,104.29327959999999,110.65,True,mad,1.2,106.45
PROD_005,FOOD,LOC_001,2023-03-21,157.03376987995628,211.77,True,zscore,1.2,163.95
PROD_005,FOOD,LOC_002,2023-03-21,135.67182916620254,80.33,True,zscore,1.2,136.34
PROD_005,FOOD,LOC_005,2023-03-21,115.3614764,130.94,True,mad,1.2,125.1
PROD_008,SPORTS,LOC_004,2023-03-21,226.71202193486369,244.46,True,zscore,1.5,227.67
PROD_002,CLOTHING,LOC_005,2023-03-22,128.1099825,86.49,True,mad,1.5,152.42
PROD_003,CLOTHING,LOC_005,2023-03-22,171.6408952,182.58,True,mad,1.2,218.33
PROD_004,FOOD,LOC_001,2023-03-22,96.04675410783926,145.4,True,zscore,1.2,100.98
PROD_004,FOOD,LOC_003,2023-03-22,88.17459960000001,120.24,True,mad,1.2,88.68
PROD_005,FOOD,LOC_001,2023-03-22,157.03376987995628,219.11,True,zscore,1.2,164.57
PROD_005,FOOD,LOC_003,2023-03-22,87.24391359999998,96.27,True,mad,1.2,90.33
PROD_005,FOOD,LOC_005,2023-03-22,115.3614764,159.23,True,mad,1.2,118.66
PROD_007,HOME,LOC_001,2023-03-22,64.61896349999999,64.67,True,mad,1.5,66.19
PROD_008,SPORTS,LOC_003,2023-03-22,180.23535950000002,81.55,True,mad,1.5,182.58
PROD_008,SPORTS,LOC_004,2023-03-22,226.71202193486369,176.01,True,zscore,1.5,231.53
